filename,station,channel,channel_type,is_augmented,original_channel,data_length,num_components,data_shape,p_index,s_index,p_s_interval,data_min,data_max,data_mean,data_std,data_range
GE.JAGI.SH.gfz2013dfav.npz,JAGI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3001,5680,2679,-1.0,1.0,7.159157945064995e-19,0.043216089112852664,2.0
GE.FAKI.BL.gfz2009daap.npz,FAKI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,8275,5274,-1.0,1.0,-1.3662268861463063e-15,0.0740378876470349,2.0
GE.FAKI.HH.gfz2009bhxw.npz,FAKI,HHE_HHN_HHZ,HH,True,BHZ,30085,3,"(30085, 3)",3000,6891,3891,-1.0,0.8607107947305854,-8.165687463352936e-07,0.0933376689992878,1.8607107947305854
GE.TNTI.BH.gfz2009floe.npz,TNTI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,7647,4646,-1.0,0.9590853041071814,-1.992755304296442e-19,0.08690500995835687,1.9590853041071814
GE.FAKI.BH.gfz2025dcky.npz,FAKI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,8234,5233,-1.0,0.7509450007033467,1.9263301274865605e-18,0.048707497455577974,1.7509450007033467
GE.FAKI.BH.gfz2009apmo.npz,FAKI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,7290,4289,-1.0,1.0,3.7191948534199336e-18,0.06297926993701965,2.0
GE.SANI.BL.gfz2012awsq.npz,SANI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,6605,3604,-1.0,1.0,1.949874162378063e-16,0.04871767655239534,2.0
GE.GSI.BL.gfz2010wlnb.npz,GSI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,5863,2862,-1.0,1.0,6.909239982845083e-14,0.05857656881150717,2.0
GE.FAKI.BL.gfz2010abkc.npz,FAKI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,7816,4815,-1.0,1.0,-7.776685136709457e-15,0.05140768822241091,2.0
GE.SAUI.BH.gfz2020ugnr.npz,SAUI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,6890,3889,-1.0,0.9446922343087717,0.0,0.25103276723239876,1.9446922343087718
GE.TNTI.HL.gfz2009bmox.npz,TNTI,HLE_HLN_HLZ,HL,True,BHZ,30085,3,"(30085, 3)",3000,5027,2027,-1.0,1.0,2.3960940326818383e-07,0.09846708367555813,2.0
GE.TNTI.BL.gfz2009agwc.npz,TNTI,BLE_BLN_BLZ,BL,True,BH,30085,3,"(30085, 3)",3001,8358,5357,-1.0,0.9772283546722083,-3.441759031610662e-15,0.07879446952582422,1.9772283546722083
GE.TNTI.BH.gfz2015thvg.npz,TNTI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,5645,2644,-1.0,1.0,2.627484771590864e-18,0.07765448282051328,2.0
GE.UGM.SL.gfz2012atnm.npz,UGM,SLE_SLN_SLZ,SL,True,BHZ,30085,3,"(30085, 3)",3001,4416,1415,-1.0,1.0,-1.8585509226512444e-15,0.04957379770259926,2.0
GE.GSI.SH.gfz2021kfyy.npz,GSI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,5466,2466,-1.0,0.9628119078655365,1.2064713559930838e-06,0.08038153170432348,1.9628119078655364
GE.FAKI.BL.gfz2009aqpt.npz,FAKI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,6401,3400,-1.0,1.0,4.764048615527312e-14,0.11270028347712861,2.0
GE.MNAI.BL.gfz2009gbpk.npz,MNAI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,5182,2181,-1.0,1.0,-1.8192444393219306e-15,0.05285866045882241,2.0
GE.FAKI.BL.gfz2009apmo.npz,FAKI,BLE_BLN_BLZ,BL,True,BH,30085,3,"(30085, 3)",3001,7290,4289,-1.0,1.0,1.3084603541431796e-15,0.0562665390475365,2.0
GE.UGM.BH.gfz2015vcni.npz,UGM,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,4542,1541,-1.0,1.0,-7.036148358380029e-19,0.057220671426906594,2.0
GE.GSI.SH.gfz2021jpkx.npz,GSI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,4983,1983,-1.0,0.9196660211847634,-3.744015341590854e-07,0.08976259948891498,1.9196660211847634
GE.TNTI.BH.gfz2010cuix.npz,TNTI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3000,4373,1373,-1.0,0.8777847653547113,-1.0000679397487699e-18,0.07427832533676318,1.8777847653547113
GE.JAGI.BL.gfz2012rjhn.npz,JAGI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,5778,2777,-1.0,1.0,3.6384796529248596e-15,0.06912811447440148,2.0
GE.UGM.BL.gfz2009rerx.npz,UGM,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3000,6676,3676,-1.0,1.0,-5.592181750630972e-14,0.09428036234940623,2.0
GE.TNTI.BH.gfz2014hjch.npz,TNTI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,4447,1446,-0.9560900660413663,1.0,1.5288246481140944e-17,0.07227077518399956,1.9560900660413663
GE.FAKI.HH.gfz2009byjb.npz,FAKI,HHE_HHN_HHZ,HH,True,BHZ,30085,3,"(30085, 3)",3000,7194,4194,-1.0,1.0,1.9637366373710605e-08,0.04059120533479699,2.0
GE.FAKI.BH.gfz2013avzn.npz,FAKI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,7374,4373,-1.0,1.0,-1.889427251481071e-18,0.06979663708021996,2.0
GE.SOEI.SH.gfz2013tulg.npz,SOEI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3001,8350,5349,-1.0,1.0,1.8894272514810708e-17,0.1590572059435875,2.0
GE.SOEI.BH.gfz2021asjr.npz,SOEI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,10212,7211,-1.0,1.0,6.162780292916774e-19,0.1260881412006294,2.0
GE.FAKI.HH.gfz2009fpfk.npz,FAKI,HHE_HHN_HHZ,HH,True,BHZ,30085,3,"(30085, 3)",3000,8687,5687,-1.0,1.0,8.132343146745541e-07,0.06782022944646028,2.0
GE.LUWI.HH.gfz2009hmmo.npz,LUWI,HHE_HHN_HHZ,HH,True,BHZ,30085,3,"(30085, 3)",3000,10545,7545,-1.0,1.0,-3.9280483601151736e-07,0.08818541858289668,2.0
GE.UGM.HH.gfz2009npjw.npz,UGM,HHE_HHN_HHZ,HH,True,BHZ,30085,3,"(30085, 3)",3000,5550,2550,-1.0,1.0,-2.3159164275772598e-08,0.08173331659214908,2.0
GE.TNTI.BH.gfz2009algf.npz,TNTI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,4727,1726,-1.0,1.0,-2.681608989732249e-19,0.10139760877276098,2.0
GE.SOEI.BL.gfz2012wbis.npz,SOEI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3002,8013,5011,-0.9769605055476719,1.0,-3.0624224250466864e-06,0.15953781864176217,1.9769605055476718
GE.SAUI.SH.gfz2010tcda.npz,SAUI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3001,7449,4448,-0.97962177283209,1.0,-5.389197604172363e-16,0.17308139456195737,1.97962177283209
GE.PLAI.BL.gfz2012qetk.npz,PLAI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,7071,4070,-1.0,1.0,1.7593549463670013e-14,0.08368001255761455,2.0
GE.UGM.HL.gfz2009bkat.npz,UGM,HLE_HLN_HLZ,HL,True,BHZ,30085,3,"(30085, 3)",3000,5084,2084,-1.0,1.0,-9.336625894859998e-08,0.08602152559993344,2.0
GE.FAKI.BH.gfz2009brqi.npz,FAKI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,7069,4068,-1.0,1.0,2.7283526326725358e-18,0.05038777833633057,2.0
GE.LUWI.SH.gfz2024krts.npz,LUWI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,4837,1837,-1.0,0.8999552128928241,6.63634265596522e-08,0.08171460166686141,1.899955212892824
GE.FAKI.BL.gfz2020xost.npz,FAKI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,6754,3753,-1.0,1.0,-1.7394555932717844e-14,0.07845983831007591,2.0
GE.FAKI.HH.gfz2009qogj.npz,FAKI,HHE_HHN_HHZ,HH,True,BHZ,30085,3,"(30085, 3)",3000,8344,5344,-1.0,0.8848018667238736,2.0521321672221408e-07,0.061339755197995255,1.8848018667238735
GE.LUWI.SH.gfz2025dygb.npz,LUWI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,6464,3464,-1.0,1.0,1.1628386905356563e-06,0.14150737119886345,2.0
GE.SMRI.HH.gfz2009bbud.npz,SMRI,HHE_HHN_HHZ,HH,True,BHZ,30085,3,"(30085, 3)",3000,5522,2522,-1.0,1.0,1.3313002960870128e-06,0.13018414835851191,2.0
GE.LUWI.BH.gfz2013uqzd.npz,LUWI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,8915,5914,-1.0,1.0,3.852660254973121e-18,0.1321124594199682,2.0
GE.UGM.SL.gfz2016dbtc.npz,UGM,SLE_SLN_SLZ,SL,True,BHZ,30085,3,"(30085, 3)",3000,5388,2388,-1.0,1.0,-1.4290308541577508e-07,0.06729012183464712,2.0
GE.UGM.SH.gfz2014kwfg.npz,UGM,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3001,4692,1691,-1.0,1.0,1.752886610260759e-20,0.05084080435867746,2.0
GE.FAKI.BH.gfz2009yode.npz,FAKI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,5932,2931,-1.0,1.0,2.3236510924789992e-18,0.06463321050498003,2.0
GE.JAGI.BH.gfz2012ybmy.npz,JAGI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,4672,1671,-1.0,1.0,-5.440098971142601e-19,0.05947344159088778,2.0
GE.TOLI2.BL.gfz2013urzt.npz,TOLI2,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,8458,5457,-0.9165827592430347,1.0,2.4129954154800232e-14,0.20675002102843823,1.9165827592430347
GE.SOEI.BH.gfz2014mnzy.npz,SOEI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,4703,1702,-1.0,1.0,-1.4047694799423066e-18,0.11637939855984636,2.0
GE.SANI.BL.gfz2017sglz.npz,SANI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,6687,3686,-1.0,0.8857919987949582,-1.1197947695938738e-14,0.04830274198741792,1.885791998794958
GE.TNTI.BL.gfz2009eavu.npz,TNTI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3002,8073,5071,-1.0,1.0,-1.4821245938213745e-06,0.1406943358057531,2.0
GE.UGM.SL.gfz2014cxla.npz,UGM,SLE_SLN_SLZ,SL,True,BHZ,30085,3,"(30085, 3)",3000,5495,2495,-1.0,1.0,1.1605898785902002e-07,0.08207109710046476,2.0
GE.BNDI.SH.gfz2017bxmp.npz,BNDI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3001,5531,2530,-1.0,1.0,2.4798732675689055e-18,0.15466856594035577,2.0
GE.GSI.BL.gfz2012yfdf.npz,GSI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,5559,2558,-1.0,1.0,6.123594358982411e-15,0.06610425249149525,2.0
GE.MNAI.BL.gfz2013uvlo.npz,MNAI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3002,7637,4635,-0.887827507185791,1.0,-6.248534468378426e-07,0.0693710549966235,1.8878275071857908
GE.PLAI.BL.gfz2013vwga.npz,PLAI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,3381,380,-1.0,0.8894979039285068,1.363926453113314e-17,0.03687557849472251,1.8894979039285067
GE.FAKI.HH.gfz2009atqt.npz,FAKI,HHE_HHN_HHZ,HH,True,BHZ,30085,3,"(30085, 3)",3000,6303,3303,-1.0,1.0,-1.2138399870349333e-07,0.12182421420522083,2.0
GE.LUWI.BH.gfz2014rsvi.npz,LUWI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3000,6461,3461,-1.0,1.0,3.907091997081218e-19,0.10918839529268393,2.0
GE.TNTI.BH.gfz2009rdgk.npz,TNTI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,5207,2206,-1.0,0.9964965985913826,7.774205878489822e-19,0.1051880516608091,1.9964965985913827
GE.PLAI.BH.gfz2012rbpj.npz,PLAI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,15025,12024,-1.0,1.0,-1.7870832753591796e-17,0.2723335560642637,2.0
GE.BBJI.BH.gfz2024xqwc.npz,BBJI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,4051,1050,-1.0,1.0,-3.6281908235705624e-17,0.05968755084726251,2.0
GE.LUWI.SH.gfz2025dlfh.npz,LUWI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,5494,2494,-1.0,1.0,-2.0169801544128242e-07,0.07828695247700239,2.0
GE.SAUI.BL.gfz2020ugnr.npz,SAUI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,6890,3889,-1.0,1.0,1.3594822705083696e-14,0.09903522560134279,2.0
GE.BNDI.BL.gfz2020xost.npz,BNDI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,4294,1293,-1.0,0.9409410637124893,9.691048891603306e-16,0.10179509879014231,1.9409410637124893
GE.LHMI.BL.gfz2009yhit.npz,LHMI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,7651,4650,-1.0,0.9751246987528239,6.029938795987253e-14,0.11288663097076913,1.975124698752824
GE.TNTI.BH.gfz2009eavu.npz,TNTI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3002,8073,5071,-1.0,0.9706403863333685,-3.3776440904161704e-07,0.1255688778840205,1.9706403863333684
GE.JAGI.SH.gfz2012rjfs.npz,JAGI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,5946,2946,-1.0,1.0,2.5670333264833946e-06,0.13794048953673824,2.0
GE.LUWI.BH.gfz2013pxfu.npz,LUWI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,4833,1832,-1.0,1.0,1.9035733539498417e-19,0.061126691571569046,2.0
GE.MMRI.BH.gfz2009pxvj.npz,MMRI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,8395,5394,-0.9666610135366901,1.0,-6.416180041487803e-18,0.147320351290403,1.9666610135366902
GE.BNDI.BH.gfz2012gezz.npz,BNDI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,4821,1820,-1.0,1.0,2.0468795224378267e-18,0.20177600540376478,2.0
